5501,1,1,Doctor,5.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,1.0,1.0,5.0,5.0,3.0,3.0,1.0,1.0,5.0,5.0,3.0,3.0,3.0,2.0,1.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,3.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,1.0,1.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,1.0,1.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,2.0,2.0,5.0,5.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,5.0,3.0,3.0,1.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,2.0,2.0,3.0,1.0,5.0,5.0,1
5502,1,1,Doctor,5.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,1.0,1.0,5.0,5.0,4.0,3.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,1.0,2.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,1.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,1.0,1.0,2.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,1
5510,2,1,Doctor,5.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,3.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,2.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,1.0,1.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,2.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,1.0,5.0,5.0,1
5515,2,1,Doctor,5.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,5.0,5.0,4.0,4.0,1.0,1.0,5.0,5.0,3.0,3.0,1.0,1.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0,1.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
5520,1,1,Doctor,5.0,5.0,5.0,5.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,2.0,2.0,1.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,5.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,4.0,2.0,4.0,4.0,5.0,5.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,5.0,5.0,1
5522,2,1,Doctor,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,5.0,5.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,1.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,5.0,5.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,5.0,5.0,1
5527,1,1,Doctor,5.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,2.0,3.0,1.0,1.0,1.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,4.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,5.0,5.0,1
5529,1,1,Doctor,5.0,5.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,1
5530,3,1,Doctor,5.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,1.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,1.0,2.0,1.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,2.0,4.0,3.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,1
5534,1,1,Doctor,5.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0,2.0,2.0,5.0,4.0,2.0,3.0,5.0,4.0,4.0,3.0,5.0,5.0,1.0,1.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0,5.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0,1
